ticket_id,merchant_id,opened_at,channel,subject,body,status,txn_ref
TK-100311,MER-0022,2026-04-18 19:19:00,whatsapp,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,open,
TK-100312,MER-0046,2026-03-17 11:23:00,portal,Funds still not in our account,"We have not received settlement for 17 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",open,PN100058116
TK-100313,MER-0038,2026-04-24 14:13:00,phone,Where is our payout for 24 Apr?,"We have not received settlement for 24 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",resolved,
TK-100314,MER-0020,2026-03-27 18:51:00,whatsapp,Callback not firing on our staging environment,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",resolved,PN100019068
TK-100315,MER-0043,2026-03-08 12:05:00,email,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",open,PN100175613
TK-100316,MER-0043,2026-04-20 10:01:00,email,API returning 401 after key rotation,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",open,PN100019031
TK-100317,MER-0054,2026-04-26 18:40:00,email,Settlement not received for 26 Apr,Good morning team. We reconciled our till this morning and the payout for 26 Apr 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,resolved,
TK-100318,MER-0025,2026-04-28 09:04:00,portal,Where is our payout for 28 Apr?,Good morning team. We reconciled our till this morning and the payout for 28 Apr 2026 has still not hit our FCA account. Our records show 15.29 collected. Please advise when we should expect it.,pending_merchant,PN100153226
TK-100319,MER-0052,2026-03-22 06:30:00,email,Transaction PN100147763 failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref PN100147763 is one example. Is there a problem on the rail side or is it us?,resolved,PN100147763
TK-100320,MER-0047,2026-03-03 19:04:00,whatsapp,Customer double charged,"We need to refund 52.04 on PN100172857, the goods were returned. What is the process and how long does it take to reflect?",closed,PN100172857
TK-100321,MER-0054,2026-03-29 10:29:00,email,Transaction PN100108989 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100108989. They are in the shop now and refusing to pay again.,resolved,PN100108989
TK-100322,MER-0041,2026-04-28 06:23:00,email,Transaction PN100139728 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100139728. They are in the shop now and refusing to pay again.,open,PN100139728
TK-100323,MER-0038,2026-03-16 14:37:00,whatsapp,Transaction PN100147087 failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref PN100147087 is one example. Is there a problem on the rail side or is it us?,resolved,PN100147087
TK-100324,MER-0032,2026-03-13 09:31:00,phone,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100032568, amount 1.70. She has been calling since yesterday.",pending_merchant,PN100032568
TK-100325,MER-0020,2026-04-04 07:30:00,email,Refund request for PN100059589,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100059589, amount 101.04. She has been calling since yesterday.",resolved,PN100059589
TK-100326,MER-0048,2026-04-12 11:27:00,phone,Transaction PN100028972 failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref PN100028972 is one example. Is there a problem on the rail side or is it us?,open,PN100028972
TK-100327,MER-0062,2026-04-19 10:05:00,portal,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100112315, amount 26.25. She has been calling since yesterday.",resolved,PN100112315
TK-100328,MER-0020,2026-03-09 19:46:00,portal,Settlement not received for 09 Mar,"We have not received settlement for 09 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",closed,PN100127352
TK-100329,MER-0061,2026-03-13 15:51:00,portal,Query on fees charged this month,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,open,PN100068654
TK-100330,MER-0012,2026-03-27 19:24:00,email,Where is our payout for 27 Mar?,"Hie, kindly confirm status of our settlement. Amount expected is around 3.99. Ref PN100025866.",open,PN100025866
TK-100331,MER-0022,2026-04-13 13:05:00,portal,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,open,
TK-100332,MER-0013,2026-04-01 17:50:00,phone,Customer payment failed but was debited,"A customer tried to pay 20.71 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100140239. Please reverse or confirm.",resolved,PN100140239
TK-100333,MER-0034,2026-04-08 16:26:00,whatsapp,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around 129.85. Ref PN100119379.",closed,PN100119379
TK-100334,MER-0047,2026-03-27 18:19:00,email,API returning 401 after key rotation,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",open,
TK-100335,MER-0059,2026-04-03 08:37:00,email,Query on fees charged this month,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,pending_merchant,
TK-100336,MER-0001,2026-04-29 11:42:00,portal,Where is our payout for 29 Apr?,Good morning team. We reconciled our till this morning and the payout for 29 Apr 2026 has still not hit our FCA account. Our records show 446.17 collected. Please advise when we should expect it.,resolved,PN100163498
TK-100337,MER-0024,2026-03-07 11:00:00,portal,Change of bank account details,Please add our new finance officer to the merchant portal with view only access.,closed,PN100046124
TK-100338,MER-0029,2026-03-22 08:29:00,portal,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,open,PN100023410
TK-100339,MER-0046,2026-03-14 07:49:00,email,Customer payment failed but was debited,"A customer tried to pay 86.49 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100141479. Please reverse or confirm.",open,PN100141479
TK-100340,MER-0030,2026-03-14 13:17:00,email,Callback not firing on our staging environment,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",resolved,PN100045739
TK-100341,MER-0001,2026-04-21 19:46:00,email,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is not recorded. Can you block that payer and advise on next steps?",closed,
TK-100342,MER-0022,2026-04-26 12:06:00,portal,Customer double charged,"We need to refund 33.90 on PN100063440, the goods were returned. What is the process and how long does it take to reflect?",open,PN100063440
TK-100343,MER-0028,2026-03-04 13:35:00,email,Add a user to our portal,We are changing our settlement bank. What documents do you need from us?,resolved,PN100008141
TK-100344,MER-0050,2026-03-13 13:27:00,portal,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100057364. Can you block that payer and advise on next steps?",resolved,PN100057364
TK-100345,MER-0002,2026-04-03 06:22:00,email,Funds still not in our account,"We have not received settlement for 03 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",closed,PN100034814
TK-100346,MER-0045,2026-03-06 10:18:00,email,Transaction PN100023473 failed on checkout,"A customer tried to pay 36.97 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100023473. Please reverse or confirm.",pending_merchant,PN100023473
TK-100347,MER-0020,2026-04-16 18:26:00,whatsapp,Where is our payout for 16 Apr?,"Hie, kindly confirm status of our settlement. Amount expected is around 829.12. Ref PN100100758.",closed,PN100100758
TK-100348,MER-0030,2026-03-07 06:00:00,whatsapp,Change of bank account details,We are changing our settlement bank. What documents do you need from us?,resolved,
TK-100349,MER-0018,2026-03-19 11:25:00,email,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100120823. Can you block that payer and advise on next steps?",resolved,PN100120823
TK-100350,MER-0060,2026-03-05 18:52:00,portal,Refund request for PN100164682,"We need to refund 11.34 on PN100164682, the goods were returned. What is the process and how long does it take to reflect?",pending_merchant,PN100164682
TK-100351,MER-0005,2026-03-20 07:59:00,whatsapp,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 20 Mar 2026 has still not hit our FCA account. Our records show 14.41 collected. Please advise when we should expect it.,pending_merchant,PN100161741
TK-100352,MER-0006,2026-03-15 15:35:00,email,Please reverse duplicate charge,"Customer was charged twice for the same order. Please reverse one of them. Ref not recorded, amount n/a. She has been calling since yesterday.",open,
TK-100353,MER-0038,2026-04-08 09:55:00,email,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. PN100065287. They are in the shop now and refusing to pay again.,resolved,PN100065287
TK-100354,MER-0059,2026-03-06 06:41:00,email,Query on fees charged this month,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,PN100090430
TK-100355,MER-0058,2026-04-14 08:21:00,email,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100115458. Can you block that payer and advise on next steps?",open,PN100115458
TK-100356,MER-0005,2026-04-23 06:54:00,portal,Customer payment failed but was debited,"A customer tried to pay 9.23 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100110165. Please reverse or confirm.",resolved,PN100110165
TK-100357,MER-0032,2026-03-03 06:16:00,email,Payment declined repeatedly,"A customer tried to pay 58.81 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100083434. Please reverse or confirm.",resolved,PN100083434
TK-100358,MER-0055,2026-04-02 06:36:00,email,Please reverse duplicate charge,"We need to refund 27.11 on PN100008404, the goods were returned. What is the process and how long does it take to reflect?",resolved,PN100008404
TK-100359,MER-0010,2026-04-20 06:46:00,email,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100116359 is one example. Is there a problem on the rail side or is it us?,resolved,PN100116359
TK-100360,MER-0005,2026-03-31 07:18:00,phone,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,resolved,PN100061648
TK-100361,MER-0036,2026-04-14 12:03:00,email,Request for fee breakdown,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,closed,PN100108964
TK-100362,MER-0012,2026-04-16 14:15:00,email,Fee does not match our agreement,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,pending_merchant,PN100052154
TK-100363,MER-0019,2026-03-24 14:09:00,email,Funds still not in our account,"We have not received settlement for 24 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.
Sent from my mobile device",resolved,PN100100488
TK-100364,MER-0039,2026-03-01 10:27:00,email,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref PN100099068 is one example. Is there a problem on the rail side or is it us?,closed,PN100099068
TK-100365,MER-0008,2026-04-06 10:41:00,portal,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. PN100177409. They are in the shop now and refusing to pay again.,open,PN100177409
TK-100366,MER-0040,2026-03-02 09:58:00,email,Payment declined repeatedly,"A customer tried to pay 38.47 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100161490. Please reverse or confirm.",closed,PN100161490
TK-100367,MER-0005,2026-04-09 08:49:00,portal,Where is our payout for 09 Apr?,Good morning team. We reconciled our till this morning and the payout for 09 Apr 2026 has still not hit our FCA account. Our records show 42.05 collected. Please advise when we should expect it.,closed,PN100026236
TK-100368,MER-0008,2026-03-28 06:14:00,email,Customer double charged,"We need to refund 10.01 on PN100062702, the goods were returned. What is the process and how long does it take to reflect?",pending_merchant,PN100062702
TK-100369,MER-0009,2026-03-26 07:15:00,portal,Add a user to our portal,Please add our new finance officer to the merchant portal with view only access.,resolved,
TK-100370,MER-0021,2026-03-04 15:17:00,whatsapp,API returning 401 after key rotation,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",closed,
TK-100371,MER-0031,2026-03-20 18:36:00,email,Refund request for PN100065071,"We need to refund 42.74 on PN100065071, the goods were returned. What is the process and how long does it take to reflect?",resolved,PN100065071
TK-100372,MER-0010,2026-03-13 15:56:00,email,Payment declined repeatedly,"A customer tried to pay 270.20 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100099956. Please reverse or confirm.",open,PN100099956
TK-100373,MER-0011,2026-03-20 15:51:00,email,How do we handle the pending status?,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",closed,PN100033862
TK-100374,MER-0001,2026-04-04 13:45:00,email,Settlement not received for 04 Apr,"We have not received settlement for 04 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",open,PN100045422
TK-100375,MER-0040,2026-04-13 18:56:00,whatsapp,Please reverse duplicate charge,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100148840, amount 54.35. She has been calling since yesterday.
Sent from my mobile device",pending_merchant,PN100148840
TK-100376,MER-0052,2026-04-29 09:51:00,portal,Add a user to our portal,We are changing our settlement bank. What documents do you need from us?,closed,PN100058301
TK-100377,MER-0029,2026-04-14 18:58:00,whatsapp,Customer double charged,"We need to refund n/a on not recorded, the goods were returned. What is the process and how long does it take to reflect?",resolved,
TK-100378,MER-0048,2026-03-01 17:36:00,portal,Settlement not received for 01 Mar,Good morning team. We reconciled our till this morning and the payout for 01 Mar 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,closed,
TK-100379,MER-0056,2026-03-18 12:47:00,whatsapp,API returning 401 after key rotation,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",resolved,PN100003788
TK-100380,MER-0059,2026-03-02 12:58:00,portal,Customer payment failed but was debited,"A customer tried to pay 0.83 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100170915. Please reverse or confirm.",resolved,PN100170915
TK-100381,MER-0049,2026-03-14 11:32:00,email,API returning 401 after key rotation,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,PN100175136
TK-100382,MER-0052,2026-04-16 17:03:00,portal,Settlement not received for 16 Apr,"Good morning team. We reconciled our till this morning and the payout for 16 Apr 2026 has still not hit our FCA account. Our records show 2,799.11 collected. Please advise when we should expect it.",closed,PN100138655
TK-100383,MER-0022,2026-04-17 14:17:00,email,Callback not firing on our staging environment,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",pending_merchant,PN100179070
TK-100384,MER-0022,2026-04-21 13:46:00,email,Request for statement,Kindly send the statement for last month in Excel rather than PDF.,resolved,
TK-100385,MER-0006,2026-04-27 18:46:00,whatsapp,Transaction PN100176150 failed on checkout,"A customer tried to pay 60.52 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100176150. Please reverse or confirm.",open,PN100176150
TK-100386,MER-0035,2026-03-12 10:18:00,whatsapp,Callback not firing on our staging environment,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",resolved,PN100083940
TK-100387,MER-0041,2026-03-29 19:58:00,email,Funds still not in our account,"We have not received settlement for 29 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",resolved,PN100148039
TK-100388,MER-0045,2026-04-30 09:27:00,portal,Customer payment failed but was debited,"A customer tried to pay 3.02 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100122902. Please reverse or confirm.",closed,PN100122902
TK-100389,MER-0047,2026-03-11 18:37:00,whatsapp,Request for statement,We are changing our settlement bank. What documents do you need from us?,closed,
TK-100390,MER-0056,2026-03-15 16:05:00,email,Change of bank account details,We are changing our settlement bank. What documents do you need from us?,resolved,PN100074842
TK-100391,MER-0050,2026-04-05 14:21:00,whatsapp,Payment declined repeatedly,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",closed,
TK-100392,MER-0017,2026-03-17 14:39:00,email,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 17 Mar 2026 has still not hit our FCA account. Our records show 45.98 collected. Please advise when we should expect it.,closed,PN100119827
TK-100393,MER-0009,2026-03-19 11:38:00,email,Where is our payout for 19 Mar?,Good morning team. We reconciled our till this morning and the payout for 19 Mar 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,open,
TK-100394,MER-0008,2026-04-02 16:06:00,portal,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 02 Apr 2026 has still not hit our FCA account. Our records show 2.10 collected. Please advise when we should expect it.,resolved,PN100001950
TK-100395,MER-0020,2026-03-23 17:37:00,portal,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,closed,
TK-100396,MER-0062,2026-03-06 09:29:00,email,Callback not firing on our staging environment,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",resolved,PN100155104
TK-100397,MER-0044,2026-03-10 18:38:00,email,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around 81.43. Ref PN100071644.",resolved,PN100071644
TK-100398,MER-0062,2026-03-13 19:30:00,phone,Request for fee breakdown,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,resolved,PN100153374
TK-100399,MER-0041,2026-04-28 06:57:00,portal,Transaction n/a failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,closed,
TK-100400,MER-0045,2026-03-19 06:33:00,email,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100008172, amount 25.31. She has been calling since yesterday.",closed,PN100008172
TK-100401,MER-0024,2026-03-17 16:28:00,phone,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref PN100159440 is one example. Is there a problem on the rail side or is it us?,open,PN100159440
TK-100402,MER-0001,2026-03-23 16:44:00,phone,Funds still not in our account,"We have not received settlement for 23 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",resolved,
TK-100403,MER-0025,2026-04-21 08:41:00,email,Request for fee breakdown,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,PN100090610
TK-100404,MER-0028,2026-04-21 15:06:00,phone,Transaction PN100083225 failed on checkout,"A customer tried to pay 290.17 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100083225. Please reverse or confirm.",resolved,PN100083225
TK-100405,MER-0038,2026-03-04 10:00:00,whatsapp,Transaction PN100116636 failed on checkout,"A customer tried to pay 0.56 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100116636. Please reverse or confirm.",resolved,PN100116636
TK-100406,MER-0027,2026-04-02 15:14:00,email,Request for statement,Kindly send the statement for last month in Excel rather than PDF.,pending_merchant,PN100012314
TK-100407,MER-0038,2026-04-08 07:35:00,whatsapp,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100161503. Can you block that payer and advise on next steps?",open,PN100161503
TK-100408,MER-0005,2026-04-10 06:04:00,portal,API returning 401 after key rotation,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",open,
TK-100409,MER-0043,2026-04-28 17:57:00,email,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 28 Apr 2026 has still not hit our FCA account. Our records show 18.01 collected. Please advise when we should expect it.,resolved,PN100014226
TK-100410,MER-0040,2026-04-02 15:41:00,whatsapp,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",closed,PN100066715
TK-100411,MER-0043,2026-04-12 15:16:00,email,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,resolved,PN100085195
TK-100412,MER-0044,2026-04-29 15:33:00,phone,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. PN100118035. They are in the shop now and refusing to pay again.,closed,PN100118035
TK-100413,MER-0062,2026-04-23 06:38:00,portal,Payment declined repeatedly,"A customer tried to pay 8.23 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100049945. Please reverse or confirm.",open,PN100049945
TK-100414,MER-0008,2026-03-15 17:33:00,email,Request for fee breakdown,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,resolved,PN100092723
TK-100415,MER-0034,2026-04-02 14:49:00,email,Suspicious transaction pattern,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100156040. Can you block that payer and advise on next steps?",open,PN100156040
TK-100416,MER-0047,2026-04-23 19:10:00,email,Request for fee breakdown,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,PN100161922
TK-100417,MER-0060,2026-04-05 14:48:00,whatsapp,Suspicious transaction pattern,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is not recorded. Can you block that payer and advise on next steps?",resolved,
TK-100418,MER-0005,2026-04-27 16:49:00,whatsapp,Please reverse duplicate charge,"We need to refund 63.14 on PN100043591, the goods were returned. What is the process and how long does it take to reflect?",resolved,PN100043591
TK-100419,MER-0004,2026-03-04 08:55:00,whatsapp,Settlement not received for 04 Mar,"We have not received settlement for 04 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",open,PN100001516
TK-100420,MER-0001,2026-03-12 17:06:00,whatsapp,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100066786. Can you block that payer and advise on next steps?",closed,PN100066786
TK-100421,MER-0048,2026-03-25 15:40:00,portal,Customer payment failed but was debited,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",open,
TK-100422,MER-0021,2026-03-14 08:41:00,portal,Request for statement,Please add our new finance officer to the merchant portal with view only access.,pending_merchant,PN100138830
TK-100423,MER-0039,2026-03-31 14:53:00,phone,Change of bank account details,Kindly send the statement for last month in Excel rather than PDF.,pending_merchant,PN100148001
TK-100424,MER-0011,2026-04-21 18:34:00,whatsapp,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,PN100015011
TK-100425,MER-0041,2026-04-27 13:35:00,portal,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",open,PN100155430
TK-100426,MER-0021,2026-03-01 16:36:00,portal,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around n/a. Ref not recorded.",resolved,
TK-100427,MER-0001,2026-03-13 15:12:00,email,Transaction PN100157608 failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref PN100157608 is one example. Is there a problem on the rail side or is it us?,open,PN100157608
TK-100428,MER-0030,2026-03-06 17:19:00,email,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100159300 is one example. Is there a problem on the rail side or is it us?,closed,PN100159300
TK-100429,MER-0059,2026-03-01 18:18:00,portal,Query on fees charged this month,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,PN100117484
TK-100430,MER-0058,2026-04-27 18:04:00,portal,Transaction n/a failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,closed,
TK-100431,MER-0032,2026-03-23 18:14:00,email,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100119534, amount 85.83. She has been calling since yesterday.",closed,PN100119534
TK-100432,MER-0013,2026-04-01 11:06:00,email,Request for statement,We are changing our settlement bank. What documents do you need from us?,resolved,PN100147321
TK-100433,MER-0038,2026-03-19 12:37:00,email,Add a user to our portal,Kindly send the statement for last month in Excel rather than PDF.,closed,PN100123664
TK-100434,MER-0024,2026-03-13 14:33:00,whatsapp,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is not recorded. Can you block that payer and advise on next steps?",resolved,
TK-100435,MER-0005,2026-03-12 06:49:00,portal,Add a user to our portal,Kindly send the statement for last month in Excel rather than PDF.,resolved,PN100160360
TK-100436,MER-0060,2026-04-28 09:50:00,portal,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100155133. Can you block that payer and advise on next steps?",resolved,PN100155133
TK-100437,MER-0055,2026-03-26 19:54:00,portal,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around 7.42. Ref PN100018167.",open,PN100018167
TK-100438,MER-0012,2026-03-25 10:01:00,portal,Please reverse duplicate charge,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100048064, amount 4.84. She has been calling since yesterday.",resolved,PN100048064
TK-100439,MER-0032,2026-03-21 09:49:00,whatsapp,Please reverse duplicate charge,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100057374, amount 10.60. She has been calling since yesterday.",resolved,PN100057374
TK-100440,MER-0061,2026-04-12 09:15:00,portal,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,pending_merchant,PN100092791
TK-100441,MER-0018,2026-03-02 15:58:00,phone,Query on fees charged this month,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,resolved,PN100007269
TK-100442,MER-0028,2026-03-10 14:18:00,whatsapp,Please reverse duplicate charge,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100090519, amount 6.44. She has been calling since yesterday.",open,PN100090519
TK-100443,MER-0042,2026-03-05 16:50:00,whatsapp,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,PN100024926
TK-100444,MER-0039,2026-03-22 08:25:00,email,Callback not firing on our staging environment,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",resolved,PN100120471
TK-100445,MER-0035,2026-04-16 10:32:00,email,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref PN100022827 is one example. Is there a problem on the rail side or is it us?,closed,PN100022827
TK-100446,MER-0012,2026-04-02 18:37:00,email,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around 0.80. Ref PN100171518.",open,PN100171518
TK-100447,MER-0002,2026-04-28 17:26:00,email,Transaction PN100101179 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100101179. They are in the shop now and refusing to pay again.,open,PN100101179
TK-100448,MER-0030,2026-03-31 06:51:00,email,Transaction n/a failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,pending_merchant,
TK-100449,MER-0038,2026-04-21 09:27:00,email,API returning 401 after key rotation,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,
TK-100450,MER-0010,2026-03-21 06:23:00,phone,Transaction n/a failed on checkout,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",pending_merchant,
TK-100451,MER-0016,2026-03-24 12:41:00,portal,Callback not firing on our staging environment,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",resolved,PN100062140
TK-100452,MER-0024,2026-04-28 08:51:00,email,Add a user to our portal,Please add our new finance officer to the merchant portal with view only access.,open,PN100102256
